asset_id,timestamp,component_id,component_type,temperature,vibration,oil_pressure,fuel_pressure,rpm,hydraulic_pressure,battery_voltage,coolant_temperature,operating_hours,load_percentage,ambient_temperature,sensor_status,anomaly_label,failure_within_50_hours
A001,2025-01-04 03:00:00,A001-PMP,Fuel Pump,76.947,2.794,73.423,56.179,1933.135,156.24,24.235,76.656,191,64.119,33.834,Normal,0,0
A001,2025-01-04 04:00:00,A001-PMP,Fuel Pump,76.002,2.649,73.574,55.698,1800.269,150.411,24.007,76.15,538,67.409,31.894,Normal,0,0
A001,2025-01-04 06:00:00,A001-PMP,Fuel Pump,70.759,2.924,74.559,56.506,1906.887,149.836,23.591,77.92,458,57.261,29.993,Normal,0,0
A001,2025-01-04 13:00:00,A001-PMP,Fuel Pump,75.517,3.061,71.959,55.263,1800.28,145.938,23.662,76.757,536,59.761,38.857,Normal,0,1
A001,2025-01-05 00:00:00,A001-PMP,Fuel Pump,78.375,3.187,78.053,57.179,1766.255,150.292,23.494,77.447,526,57.811,38.1,Normal,0,0
A001,2025-01-05 03:00:00,A001-PMP,Fuel Pump,79.922,2.018,73.281,51.897,1872.411,146.062,23.844,78.606,591,77.487,28.985,Normal,0,0
A001,2025-01-05 04:00:00,A001-PMP,Fuel Pump,74.969,2.798,74.075,51.124,1820.589,152.62,23.803,74.322,385,61.869,33.71,Normal,0,0
A001,2025-01-05 08:00:00,A001-PMP,Fuel Pump,78.002,2.447,73.989,54.949,1850.047,149.409,23.79,80.547,536,72.918,15.665,Normal,0,0
A001,2025-01-05 21:00:00,A001-PMP,Fuel Pump,76.788,2.435,71.782,55.225,1835.596,142.269,23.395,76.762,324,60.998,23.12,Normal,0,0
A001,2025-01-05 22:00:00,A001-PMP,Fuel Pump,79.433,3.011,72.79,54.395,1726.508,143.938,23.317,76.68,294,54.677,30.81,Normal,0,0
A001,2025-01-06 00:00:00,A001-PMP,Fuel Pump,77.171,2.502,67.869,55.986,1711.35,146.678,23.155,75.18,543,62.719,26.352,Normal,0,0
A001,2025-01-06 05:00:00,A001-PMP,Fuel Pump,75.884,2.911,76.812,55.135,1765.293,147.492,23.076,78.902,458,50.343,33.759,Normal,0,0
A001,2025-01-06 10:00:00,A001-PMP,Fuel Pump,79.286,2.638,76.149,51.23,1740.357,156.067,24.005,78.445,598,57.21,27.354,Normal,0,0
A001,2025-01-06 16:00:00,A001-PMP,Fuel Pump,94.189,5.828,59.441,53.094,1796.426,132.324,23.485,77.581,529,65.848,20.395,Warning,1,0
A001,2025-01-06 18:00:00,A001-PMP,Fuel Pump,80.161,3.682,71.18,53.512,1867.254,148.505,23.195,79.279,571,69.864,30.44,Normal,0,0
A001,2025-01-06 22:00:00,A001-PMP,Fuel Pump,81.693,2.583,75.102,56.779,1758.887,148.631,22.871,79.083,362,56.976,30.998,Normal,0,0
A001,2025-01-07 00:00:00,A001-PMP,Fuel Pump,93.876,5.79,64.159,54.215,1757.715,136.364,23.295,79.62,615,70.024,15.414,Warning,1,1
A001,2025-01-07 01:00:00,A001-PMP,Fuel Pump,80.787,2.49,76.053,53.802,1692.684,145.855,23.209,80.357,540,71.531,21.404,Normal,0,0
A001,2025-01-07 02:00:00,A001-PMP,Fuel Pump,74.875,3.728,73.127,51.581,1739.045,144.969,23.116,78.84,623,55.911,19.098,Normal,0,1
A001,2025-01-07 11:00:00,A001-PMP,Fuel Pump,79.436,3.405,71.798,50.217,1745.755,143.691,23.029,82.32,304,68.48,31.898,Normal,0,0
A001,2025-01-07 14:00:00,A001-PMP,Fuel Pump,80.657,3.245,74.932,55.557,1727.593,140.792,24.066,79.463,595,52.768,26.431,Normal,0,1
A001,2025-01-07 15:00:00,A001-PMP,Fuel Pump,82.142,2.849,70.955,54.23,1835.141,149.998,23.842,79.372,567,70.462,28.704,Normal,0,0
A001,2025-01-08 02:00:00,A001-PMP,Fuel Pump,98.865,6.881,66.731,55.075,1585.686,141.24,23.076,79.914,287,69.208,35.423,Warning,1,1
A001,2025-01-08 10:00:00,A001-PMP,Fuel Pump,76.715,3.163,73.771,58.729,1933.209,152.253,23.33,77.684,650,74.046,24.497,Normal,0,1
A001,2025-01-09 00:00:00,A001-PMP,Fuel Pump,78.412,3.23,77.342,50.09,1844.981,140.884,23.386,78.933,474,51.929,31.945,Normal,0,0
A001,2025-01-09 05:00:00,A001-PMP,Fuel Pump,75.61,3.646,70.683,52.738,1632.887,144.822,23.406,81.786,325,62.752,38.287,Normal,0,0
A001,2025-01-09 06:00:00,A001-PMP,Fuel Pump,80.338,3.168,71.782,56.221,1931.958,144.258,23.391,80.13,618,61.094,29.722,Normal,0,0
A001,2025-01-09 08:00:00,A001-PMP,Fuel Pump,78.586,3.471,78.112,51.385,1629.197,152.646,23.111,79.959,656,64.422,31.341,Normal,0,0
A001,2025-01-09 09:00:00,A001-PMP,Fuel Pump,77.379,3.128,71.242,50.635,1761.97,147.963,23.257,79.482,505,69.013,26.721,Normal,0,0
A001,2025-01-09 12:00:00,A001-PMP,Fuel Pump,77.835,3.684,69.27,55.141,1906.753,148.293,23.326,80.901,514,46.467,31.511,Normal,0,0
A001,2025-01-09 15:00:00,A001-PMP,Fuel Pump,78.001,2.774,74.539,55.768,1894.145,145.533,23.321,81.675,331,72.679,28.032,Normal,0,0
A001,2025-01-09 16:00:00,A001-PMP,Fuel Pump,77.116,3.623,72.799,54.94,1878.478,144.622,22.81,79.133,421,76.722,27.29,Warning,1,0
A001,2025-01-09 17:00:00,A001-PMP,Fuel Pump,82.204,3.672,74.37,54.586,1778.01,146.732,23.223,85.494,603,74.119,27.681,Warning,1,0
A001,2025-01-09 18:00:00,A001-PMP,Fuel Pump,78.517,3.582,74.595,54.195,1808.502,147.418,23.35,79.097,485,66.138,37.398,Normal,0,0
A001,2025-01-10 03:00:00,A001-PMP,Fuel Pump,78.283,3.723,70.349,50.544,1891.91,145.114,23.2,80.557,555,79.438,30.1,Warning,1,0
A001,2025-01-10 08:00:00,A001-PMP,Fuel Pump,78.749,3.469,67.65,56.14,1738.655,155.326,23.317,82.656,475,70.183,29.846,Warning,1,0
A001,2025-01-10 09:00:00,A001-PMP,Fuel Pump,78.659,3.419,70.105,57.912,1791.924,153.368,23.257,81.144,630,60.101,27.765,Normal,0,1
A001,2025-01-10 11:00:00,A001-PMP,Fuel Pump,85.595,2.929,70.927,52.372,1622.369,151.404,23.224,82.154,712,89.675,28.234,Warning,1,0
A001,2025-01-10 15:00:00,A001-PMP,Fuel Pump,80.61,3.328,68.664,52.384,1757.294,144.425,23.196,83.132,408,72.641,42.359,Warning,1,1
A001,2025-01-10 19:00:00,A001-PMP,Fuel Pump,91.915,5.753,66.491,50.65,1726.832,134.702,23.72,84.107,480,77.533,31.436,Warning,1,1
A001,2025-01-10 22:00:00,A001-PMP,Fuel Pump,85.452,3.595,72.046,51.397,1837.665,146.489,23.073,79.397,662,92.858,28.683,Warning,1,1
A001,2025-01-10 23:00:00,A001-PMP,Fuel Pump,82.406,3.71,73.042,51.918,1830.64,143.508,23.066,79.14,404,62.04,35.321,Warning,1,1
A001,2025-01-11 02:00:00,A001-PMP,Fuel Pump,79.696,3.934,70.525,55.394,1838.607,145.604,23.442,81.691,625,79.901,27.258,Warning,1,0
A001,2025-01-11 12:00:00,A001-PMP,Fuel Pump,78.732,2.994,70.22,54.638,1951.88,149.979,22.73,80.835,373,74.412,30.888,Warning,1,0
A001,2025-01-11 13:00:00,A001-PMP,Fuel Pump,82.511,3.857,69.056,52.412,1556.656,144.352,23.057,79.286,387,73.747,29.72,Warning,1,0
A001,2025-01-11 23:00:00,A001-PMP,Fuel Pump,83.983,3.947,74.145,54.776,1897.324,149.644,23.304,81.754,564,71.149,23.938,Warning,1,1
A001,2025-01-12 03:00:00,A001-PMP,Fuel Pump,82.76,3.785,67.451,54.873,1769.856,150.115,22.914,82.029,644,76.113,29.23,Warning,1,0
A001,2025-01-12 05:00:00,A001-PMP,Fuel Pump,79.874,3.879,71.034,50.47,1784.711,152.163,23.78,83.16,381,63.899,32.453,Warning,1,1
A001,2025-01-12 11:00:00,A001-PMP,Fuel Pump,85.461,3.733,67.265,49.826,1949.83,146.201,22.948,81.327,715,61.978,37.115,Warning,1,1
A001,2025-01-12 12:00:00,A001-PMP,Fuel Pump,85.724,3.744,72.743,54.368,1856.096,147.942,23.091,85.731,765,66.604,30.022,Warning,1,0
A001,2025-01-12 16:00:00,A001-PMP,Fuel Pump,80.417,3.396,71.836,52.436,1783.929,148.888,23.11,81.443,431,77.873,33.341,Warning,1,1
A001,2025-01-13 01:00:00,A001-PMP,Fuel Pump,81.789,4.038,73.43,52.705,1781.035,145.071,23.043,83.933,607,76.52,31.176,Warning,1,1
A001,2025-01-13 03:00:00,A001-PMP,Fuel Pump,76.764,3.678,77.159,54.55,1727.02,148.727,22.867,79.567,589,72.01,30.458,Warning,1,1
A001,2025-01-13 04:00:00,A001-PMP,Fuel Pump,81.609,3.852,67.254,54.238,1693.462,152.921,22.523,80.115,428,78.198,38.321,Warning,1,1
A001,2025-01-13 06:00:00,A001-PMP,Fuel Pump,80.801,3.741,67.798,51.968,1776.411,143.422,22.693,79.523,424,56.266,24.718,Warning,1,1
A001,2025-01-13 08:00:00,A001-PMP,Fuel Pump,86.131,4.577,69.021,50.139,1598.677,145.324,23.001,81.097,682,76.88,31.976,Warning,1,0
A001,2025-01-13 09:00:00,A001-PMP,Fuel Pump,84.444,3.737,72.411,54.353,1672.041,140.551,22.845,80.312,414,81.214,31.757,Warning,1,0
A001,2025-01-13 12:00:00,A001-PMP,Fuel Pump,84.162,3.585,69.532,51.142,1710.47,142.072,22.884,80.431,731,62.85,31.097,Warning,1,1
A001,2025-01-13 13:00:00,A001-PMP,Fuel Pump,83.64,3.857,69.476,54.231,1869.771,147.547,23.008,81.81,679,64.48,25.97,Warning,1,1
A001,2025-01-13 17:00:00,A001-PMP,Fuel Pump,84.607,3.704,70.521,50.264,1758.452,148.537,23.293,81.176,598,76.965,40.994,Warning,1,0
A001,2025-01-13 21:00:00,A001-PMP,Fuel Pump,82.213,4.137,69.901,51.046,1645.538,144.372,23.337,87.278,803,76.415,26.173,Warning,1,1
A001,2025-01-14 04:00:00,A001-PMP,Fuel Pump,88.46,6.316,58.839,53.399,1835.957,127.436,22.797,87.143,696,84.385,34.11,Warning,1,1
A001,2025-01-14 07:00:00,A001-PMP,Fuel Pump,84.487,3.954,74.626,51.271,1881.443,150.662,23.29,81.053,442,87.809,36.147,Warning,1,1
A001,2025-01-14 10:00:00,A001-PMP,Fuel Pump,86.425,3.762,66.512,50.42,1835.514,153.351,23.172,82.276,594,82.864,28.803,Warning,1,1
A001,2025-01-14 12:00:00,A001-PMP,Fuel Pump,83.777,3.992,68.997,51.251,1950.981,145.197,22.873,85.292,599,71.08,27.026,Warning,1,1
A001,2025-01-14 14:00:00,A001-PMP,Fuel Pump,81.86,3.877,65.871,52.788,1716.01,144.155,23.388,84.094,671,81.532,21.144,Warning,1,1
A001,2025-01-14 18:00:00,A001-PMP,Fuel Pump,79.985,3.81,68.349,49.876,1975.029,147.125,23.176,81.866,761,83.013,28.098,Warning,1,1
A001,2025-01-14 22:00:00,A001-PMP,Fuel Pump,83.418,3.349,69.317,49.184,1847.594,147.337,23.666,85.046,742,74.101,34.09,Warning,1,1
A001,2025-01-15 00:00:00,A001-PMP,Fuel Pump,99.183,7.002,54.092,51.944,1748.182,139.207,23.126,83.293,725,86.3,26.915,Warning,1,1
A001,2025-01-15 04:00:00,A001-PMP,Fuel Pump,83.414,3.835,72.511,50.953,1808.216,149.569,23.263,83.181,626,75.548,21.306,Warning,1,0
A001,2025-01-15 09:00:00,A001-PMP,Fuel Pump,95.963,7.659,61.007,53.288,1894.004,134.96,22.651,78.748,822,74.355,33.805,Warning,1,1
A001,2025-01-15 16:00:00,A001-PMP,Fuel Pump,86.644,4.396,71.078,56.066,1729.17,135.357,22.788,84.916,575,79.821,31.377,Warning,1,0
A001,2025-01-15 17:00:00,A001-PMP,Fuel Pump,82.111,3.56,73.106,52.554,1743.909,143.102,22.714,82.407,579,68.407,22.498,Warning,1,1
A001,2025-01-15 18:00:00,A001-PMP,Fuel Pump,85.222,4.04,67.192,52.103,1832.49,148.44,22.905,86.008,691,78.798,33.964,Warning,1,1
A001,2025-01-15 20:00:00,A001-PMP,Fuel Pump,83.655,4.055,69.397,46.839,1718.417,145.347,22.807,84.394,752,87.895,28.392,Warning,1,1
A001,2025-01-15 21:00:00,A001-PMP,Fuel Pump,84.19,3.856,74.595,47.841,1765.05,145.523,22.656,85.725,512,85.428,29.761,Warning,1,1
A001,2025-01-15 22:00:00,A001-PMP,Fuel Pump,84.414,3.896,69.601,53.821,1689.277,141.322,22.314,85.683,569,80.987,32.526,Warning,1,1
A001,2025-01-15 23:00:00,A001-PMP,Fuel Pump,85.06,4.264,66.483,51.215,1816.125,156.942,23.028,87.188,737,88.692,31.84,Warning,1,0
A001,2025-01-16 01:00:00,A001-PMP,Fuel Pump,82.574,4.083,69.08,49.179,1681.287,145.535,23.61,85.184,777,65.367,14.448,Warning,1,1
A001,2025-01-16 03:00:00,A001-PMP,Fuel Pump,83.339,3.957,69.038,51.504,1798.431,145.303,22.972,79.36,656,94.344,29.264,Warning,1,1
A001,2025-01-16 05:00:00,A001-PMP,Fuel Pump,87.821,4.129,69.299,50.257,1661.752,140.881,22.89,85.861,562,86.641,33.153,Warning,1,1
A001,2025-01-16 06:00:00,A001-PMP,Fuel Pump,95.454,6.606,56.333,51.786,1909.057,129.569,22.677,83.092,716,77.698,22.02,Warning,1,1
A001,2025-01-16 07:00:00,A001-PMP,Fuel Pump,90.263,4.029,65.821,52.608,1678.338,140.616,22.535,83.286,542,87.043,32.892,Warning,1,1
A001,2025-01-16 16:00:00,A001-PMP,Fuel Pump,86.199,4.166,69.299,51.191,1874.453,139.059,22.849,83.272,806,74.691,32.144,Warning,1,1
A001,2025-01-16 21:00:00,A001-PMP,Fuel Pump,91.7,6.885,54.516,51.597,1764.918,131.942,22.869,82.428,550,86.836,25.118,Warning,1,1
A001,2025-01-17 07:00:00,A001-PMP,Fuel Pump,86.878,4.2,69.736,54.893,1884.327,145.398,22.417,83.575,629,79.29,31.262,Warning,1,1
A001,2025-01-17 11:00:00,A001-PMP,Fuel Pump,85.143,4.47,69.042,50.286,1791.265,150.768,23.413,87.832,553,87.578,23.722,Warning,1,1
A001,2025-01-17 14:00:00,A001-PMP,Fuel Pump,86.758,3.781,66.256,53.87,1959.372,146.946,22.492,85.628,825,100.0,30.512,Warning,1,1
A002,2025-01-01 03:00:00,A002-PMP,Fuel Pump,70.856,2.44,74.322,54.862,1761.364,149.427,23.815,75.35,502,62.91,28.38,Normal,0,0
A002,2025-01-01 05:00:00,A002-PMP,Fuel Pump,70.301,2.491,82.185,53.628,1739.827,151.455,24.52,77.417,250,37.631,28.68,Normal,0,0
A002,2025-01-01 08:00:00,A002-PMP,Fuel Pump,73.414,2.064,76.035,56.826,1692.044,149.187,23.962,76.631,356,42.82,26.577,Normal,0,0
A002,2025-01-01 12:00:00,A002-PMP,Fuel Pump,73.449,2.065,77.787,55.857,1765.217,150.927,23.593,73.537,301,53.166,34.433,Normal,0,0
A002,2025-01-01 23:00:00,A002-PMP,Fuel Pump,69.76,2.718,80.69,54.046,1790.351,149.302,23.942,76.52,150,69.051,30.949,Normal,0,0
A002,2025-01-02 03:00:00,A002-PMP,Fuel Pump,74.093,2.192,79.476,54.425,1741.792,151.754,23.725,76.447,285,49.247,28.48,Normal,0,0
A002,2025-01-02 04:00:00,A002-PMP,Fuel Pump,72.575,2.31,80.786,53.727,1970.585,148.131,23.61,73.713,399,35.212,37.663,Normal,0,0
A002,2025-01-02 12:00:00,A002-PMP,Fuel Pump,68.014,1.845,77.208,54.618,1959.217,151.694,23.573,74.444,455,60.581,35.633,Normal,0,0
A002,2025-01-02 16:00:00,A002-PMP,Fuel Pump,69.949,2.213,73.476,56.553,1730.639,149.361,23.381,74.835,459,47.596,29.944,Normal,0,0
A002,2025-01-02 20:00:00,A002-PMP,Fuel Pump,75.982,2.418,83.279,56.464,1778.868,152.765,24.465,80.097,495,59.578,30.128,Normal,0,0
A002,2025-01-03 03:00:00,A002-PMP,Fuel Pump,85.732,5.431,69.183,51.813,1732.466,145.418,23.775,77.684,496,30.691,32.842,Warning,1,0
A002,2025-01-03 07:00:00,A002-PMP,Fuel Pump,76.028,2.467,77.368,53.316,1772.737,151.488,23.552,77.89,437,67.836,29.691,Normal,0,0
A002,2025-01-03 18:00:00,A002-PMP,Fuel Pump,69.754,2.971,78.513,52.969,1803.074,138.746,23.422,76.723,405,58.224,20.293,Normal,0,0
A002,2025-01-03 19:00:00,A002-PMP,Fuel Pump,73.361,2.399,82.168,54.037,1784.556,152.582,23.335,76.233,452,47.875,29.305,Normal,0,0
A002,2025-01-04 01:00:00,A002-PMP,Fuel Pump,72.163,2.171,77.891,52.159,1838.592,153.613,23.753,76.42,384,54.883,19.858,Normal,0,0
A002,2025-01-04 02:00:00,A002-PMP,Fuel Pump,72.7,2.662,81.856,56.395,1605.995,151.329,24.678,78.095,413,42.721,31.409,Normal,0,0
A002,2025-01-04 03:00:00,A002-PMP,Fuel Pump,73.213,2.105,76.356,57.41,1809.311,146.826,23.374,73.132,362,42.01,30.56,Normal,0,0
A002,2025-01-04 16:00:00,A002-PMP,Fuel Pump,73.363,2.222,77.785,54.871,1766.214,152.515,24.187,79.14,511,50.623,33.779,Normal,0,0
A002,2025-01-04 17:00:00,A002-PMP,Fuel Pump,73.813,3.366,81.085,55.755,1822.425,149.542,23.382,73.747,420,45.915,29.761,Normal,0,0
A002,2025-01-05 09:00:00,A002-PMP,Fuel Pump,75.298,3.139,78.572,51.176,1675.429,147.092,23.591,74.181,293,60.45,24.568,Normal,0,0
A002,2025-01-05 12:00:00,A002-PMP,Fuel Pump,74.642,1.86,76.946,57.222,1900.972,146.309,23.187,78.62,590,35.544,35.551,Normal,0,1
A002,2025-01-05 22:00:00,A002-PMP,Fuel Pump,83.859,3.66,62.966,56.66,1910.723,148.583,23.64,75.365,228,51.352,30.057,Warning,1,0
A002,2025-01-06 05:00:00,A002-PMP,Fuel Pump,69.47,2.397,77.622,54.335,1907.96,156.259,23.891,80.89,378,61.28,38.549,Normal,0,0
A002,2025-01-06 13:00:00,A002-PMP,Fuel Pump,91.521,5.51,67.5,55.047,1976.817,138.406,22.969,83.547,275,51.051,37.478,Warning,1,1
A002,2025-01-06 15:00:00,A002-PMP,Fuel Pump,75.669,3.06,79.12,53.717,1878.817,151.785,23.564,76.989,254,50.689,34.189,Normal,0,0
A002,2025-01-06 18:00:00,A002-PMP,Fuel Pump,74.017,2.149,77.981,54.297,1651.88,149.681,23.566,79.483,496,52.826,25.993,Normal,0,1
A002,2025-01-07 02:00:00,A002-PMP,Fuel Pump,76.785,2.649,77.744,53.539,1729.159,148.631,23.12,79.729,645,48.961,34.591,Normal,0,0
A002,2025-01-07 10:00:00,A002-PMP,Fuel Pump,79.058,2.993,79.44,56.62,1860.569,146.264,23.175,81.143,548,57.475,42.47,Normal,0,0
A002,2025-01-07 12:00:00,A002-PMP,Fuel Pump,70.149,2.729,76.604,51.761,1813.274,146.606,23.062,80.243,640,52.573,27.968,Normal,0,1
A002,2025-01-07 15:00:00,A002-PMP,Fuel Pump,73.637,2.727,76.503,56.902,1666.68,144.368,24.505,78.429,323,42.143,27.087,Normal,0,0
A002,2025-01-07 22:00:00,A002-PMP,Fuel Pump,72.604,2.1,73.189,56.772,1775.649,148.805,23.322,75.569,651,65.197,19.139,Normal,0,0
A002,2025-01-08 03:00:00,A002-PMP,Fuel Pump,75.357,3.301,74.608,54.5,1837.252,145.424,23.204,78.567,597,54.083,22.709,Normal,0,0
A002,2025-01-08 08:00:00,A002-PMP,Fuel Pump,75.391,2.726,76.526,52.016,1800.405,149.034,22.882,79.021,411,55.909,35.14,Normal,0,0
A002,2025-01-08 09:00:00,A002-PMP,Fuel Pump,78.488,2.773,80.173,54.997,1763.08,148.746,23.345,81.144,536,47.738,25.882,Normal,0,1
A002,2025-01-08 19:00:00,A002-PMP,Fuel Pump,79.931,2.812,76.867,50.709,1822.097,147.423,23.869,78.594,622,57.088,35.294,Normal,0,0
A002,2025-01-08 20:00:00,A002-PMP,Fuel Pump,73.721,2.807,76.329,54.125,1782.923,146.911,23.354,77.468,627,76.285,28.9,Normal,0,0
A002,2025-01-08 21:00:00,A002-PMP,Fuel Pump,75.309,2.291,75.041,52.768,1905.437,142.851,23.231,77.928,448,70.686,25.653,Normal,0,1
A002,2025-01-09 00:00:00,A002-PMP,Fuel Pump,75.458,3.569,80.688,54.124,1849.734,152.367,23.008,77.176,397,69.385,31.37,Normal,0,0
A002,2025-01-09 16:00:00,A002-PMP,Fuel Pump,73.558,3.001,79.167,52.492,1811.453,150.426,22.652,79.156,391,63.249,15.515,Normal,0,0
A002,2025-01-09 18:00:00,A002-PMP,Fuel Pump,74.693,3.359,76.382,54.082,1742.973,149.078,22.99,81.518,409,71.489,38.155,Normal,0,0
A002,2025-01-09 23:00:00,A002-PMP,Fuel Pump,75.186,2.857,71.685,51.464,1858.026,149.91,22.988,81.727,635,64.405,37.549,Normal,0,1
A002,2025-01-10 01:00:00,A002-PMP,Fuel Pump,76.804,2.328,74.971,52.976,1748.298,153.626,22.944,81.838,527,78.389,35.386,Normal,0,0
A002,2025-01-10 02:00:00,A002-PMP,Fuel Pump,76.289,2.701,73.063,52.712,1790.798,149.216,22.913,79.086,451,59.681,29.023,Normal,0,0
A002,2025-01-10 17:00:00,A002-PMP,Fuel Pump,78.501,2.656,75.692,52.309,1811.463,152.623,23.242,82.665,710,47.559,27.648,Normal,0,1
A002,2025-01-10 18:00:00,A002-PMP,Fuel Pump,77.557,3.512,72.58,52.819,1829.857,147.813,23.846,81.747,673,72.58,28.2,Normal,0,0
A002,2025-01-10 21:00:00,A002-PMP,Fuel Pump,78.608,2.882,75.063,55.608,1795.121,149.162,23.305,81.174,474,75.933,36.009,Normal,0,1
A002,2025-01-10 22:00:00,A002-PMP,Fuel Pump,77.485,3.125,76.589,54.713,1700.167,150.933,23.255,78.976,494,72.899,37.316,Normal,0,0
A002,2025-01-11 04:00:00,A002-PMP,Fuel Pump,77.172,2.927,72.801,55.023,1628.739,139.007,23.269,81.292,354,65.817,27.305,Normal,0,0
A002,2025-01-11 06:00:00,A002-PMP,Fuel Pump,83.229,3.471,75.062,54.867,1721.774,145.883,23.594,84.124,610,56.541,27.582,Normal,0,0
A002,2025-01-11 10:00:00,A002-PMP,Fuel Pump,72.668,2.798,72.163,53.282,1781.745,146.309,23.189,81.295,647,67.279,30.747,Normal,0,0
A002,2025-01-11 12:00:00,A002-PMP,Fuel Pump,77.517,3.023,65.359,53.224,1801.603,151.004,23.702,80.925,710,69.613,24.492,Normal,0,0
A002,2025-01-11 13:00:00,A002-PMP,Fuel Pump,77.904,3.563,74.615,56.095,1732.614,151.029,23.013,81.776,389,64.879,33.307,Normal,0,0
A002,2025-01-11 17:00:00,A002-PMP,Fuel Pump,81.979,3.079,79.783,53.537,1682.081,144.539,23.099,82.609,371,55.818,28.51,Normal,0,0
