asset_id,timestamp,component_id,component_type,temperature,vibration,oil_pressure,fuel_pressure,rpm,hydraulic_pressure,battery_voltage,coolant_temperature,operating_hours,load_percentage,ambient_temperature,sensor_status,anomaly_label,failure_within_50_hours
A001,2025-01-08 19:00:00,A001-BAT,Battery,74.401,3.395,74.296,53.037,1963.487,144.138,23.515,79.603,618,67.494,29.428,Normal,0,0
A001,2025-01-08 21:00:00,A001-BAT,Battery,82.061,3.497,75.395,55.421,1936.953,149.073,23.75,79.111,299,63.61,38.534,Normal,0,0
A001,2025-01-09 03:00:00,A001-BAT,Battery,80.87,3.698,72.437,56.358,1827.847,150.059,23.123,84.192,598,72.555,33.565,Warning,1,0
A001,2025-01-10 00:00:00,A001-BAT,Battery,78.125,2.915,73.392,51.813,2075.358,142.956,22.912,81.42,380,82.344,30.323,Normal,0,0
A001,2025-01-10 01:00:00,A001-BAT,Battery,77.696,2.77,72.083,48.887,1681.002,145.139,23.058,81.218,505,72.616,34.469,Normal,0,0
A001,2025-01-10 07:00:00,A001-BAT,Battery,77.636,3.72,70.934,48.295,1608.465,143.14,23.517,80.803,606,72.022,39.755,Warning,1,0
A001,2025-01-10 10:00:00,A001-BAT,Battery,84.109,3.691,75.679,53.187,2015.12,145.233,23.054,78.23,412,89.383,34.097,Warning,1,1
A001,2025-01-10 12:00:00,A001-BAT,Battery,79.293,3.253,74.213,54.047,1615.974,142.248,23.841,81.504,632,64.762,29.148,Normal,0,1
A001,2025-01-11 07:00:00,A001-BAT,Battery,80.337,2.875,68.36,55.07,1610.104,143.847,23.119,84.662,656,78.196,27.214,Warning,1,1
A001,2025-01-11 10:00:00,A001-BAT,Battery,80.934,3.605,73.849,54.851,1785.445,144.195,23.647,82.798,727,59.384,28.434,Normal,0,0
A001,2025-01-11 11:00:00,A001-BAT,Battery,82.11,3.765,71.271,51.77,1776.486,146.938,23.235,77.504,378,69.117,30.281,Warning,1,0
A001,2025-01-11 20:00:00,A001-BAT,Battery,81.83,3.463,73.695,52.392,1762.08,150.664,23.032,81.424,403,60.209,33.521,Warning,1,0
A001,2025-01-12 04:00:00,A001-BAT,Battery,85.923,3.991,68.868,54.127,1733.159,141.911,23.558,78.292,625,80.774,28.736,Warning,1,1
A001,2025-01-12 06:00:00,A001-BAT,Battery,82.878,3.606,69.209,49.179,1830.568,147.369,23.385,79.075,497,78.644,40.273,Warning,1,1
A001,2025-01-12 07:00:00,A001-BAT,Battery,87.081,3.277,71.218,51.368,1750.77,146.414,23.659,85.377,522,77.132,28.117,Warning,1,0
A001,2025-01-12 10:00:00,A001-BAT,Battery,81.93,4.354,70.766,51.093,1910.425,149.098,23.432,84.231,667,68.512,29.364,Warning,1,1
A001,2025-01-12 13:00:00,A001-BAT,Battery,82.967,3.599,66.635,52.942,1700.949,139.6,23.217,82.901,500,78.135,32.836,Warning,1,0
A001,2025-01-13 00:00:00,A001-BAT,Battery,80.43,3.755,70.123,53.647,1824.079,145.181,22.952,81.709,757,83.799,26.34,Warning,1,0
A001,2025-01-13 02:00:00,A001-BAT,Battery,82.125,3.435,73.908,53.389,1852.034,145.823,23.018,81.911,736,63.672,29.56,Warning,1,1
A001,2025-01-13 11:00:00,A001-BAT,Battery,82.74,3.486,76.11,52.625,1763.304,146.366,22.402,80.955,575,83.163,26.855,Warning,1,1
A001,2025-01-13 16:00:00,A001-BAT,Battery,83.417,3.72,73.822,54.655,1771.112,146.221,23.156,83.324,688,64.757,22.288,Warning,1,1
A001,2025-01-14 03:00:00,A001-BAT,Battery,84.579,4.172,71.348,52.785,1732.842,141.779,22.876,83.695,689,78.99,19.5,Warning,1,1
A001,2025-01-14 17:00:00,A001-BAT,Battery,82.249,3.088,71.972,53.429,1783.875,145.339,23.271,80.116,489,72.453,24.318,Warning,1,1
A001,2025-01-14 19:00:00,A001-BAT,Battery,87.792,3.924,72.713,50.367,1716.915,141.215,23.095,83.407,771,73.582,24.93,Warning,1,1
A001,2025-01-14 21:00:00,A001-BAT,Battery,81.693,4.301,70.249,53.237,1922.237,150.463,23.269,80.482,552,71.856,24.981,Warning,1,1
A001,2025-01-15 06:00:00,A001-BAT,Battery,84.11,4.03,67.004,53.036,1700.408,148.487,23.344,84.095,530,63.162,25.166,Warning,1,0
A001,2025-01-15 10:00:00,A001-BAT,Battery,88.004,3.319,68.064,54.102,1939.131,146.635,22.86,85.164,756,85.184,28.202,Warning,1,1
A001,2025-01-15 14:00:00,A001-BAT,Battery,82.856,4.463,67.596,54.137,1798.292,145.456,22.658,83.632,819,72.364,30.85,Warning,1,1
A001,2025-01-16 09:00:00,A001-BAT,Battery,82.803,3.971,70.287,54.743,1827.736,143.605,22.164,84.366,759,79.878,30.915,Warning,1,1
A001,2025-01-16 10:00:00,A001-BAT,Battery,82.565,3.827,68.493,50.674,1845.042,146.803,22.509,86.644,643,80.553,21.355,Warning,1,0
A001,2025-01-16 11:00:00,A001-BAT,Battery,84.156,4.3,69.178,49.587,1672.635,149.853,23.306,84.921,776,91.762,35.283,Warning,1,1
A001,2025-01-16 17:00:00,A001-BAT,Battery,103.07,5.97,61.193,51.574,1737.301,138.709,22.951,81.244,783,66.96,32.123,Warning,1,1
A001,2025-01-16 19:00:00,A001-BAT,Battery,84.814,4.329,63.834,54.481,1873.854,150.271,22.845,86.503,672,68.527,33.565,Warning,1,1
A001,2025-01-16 20:00:00,A001-BAT,Battery,85.284,3.756,69.47,48.534,1608.561,150.74,23.176,82.401,876,80.335,35.098,Warning,1,1
A001,2025-01-17 01:00:00,A001-BAT,Battery,87.408,4.639,69.894,53.719,1782.013,142.356,23.074,84.967,769,69.291,28.36,Warning,1,1
A001,2025-01-17 03:00:00,A001-BAT,Battery,86.652,4.007,61.216,51.128,1897.109,138.435,22.878,87.846,747,74.712,30.011,Warning,1,0
A001,2025-01-17 04:00:00,A001-BAT,Battery,85.626,4.548,70.024,50.339,1741.745,147.13,22.618,80.466,831,80.433,22.599,Warning,1,1
A001,2025-01-17 06:00:00,A001-BAT,Battery,81.218,3.849,66.658,51.915,1794.572,157.11,22.453,85.208,527,85.916,29.992,Warning,1,1
A001,2025-01-17 09:00:00,A001-BAT,Battery,103.229,7.53,55.731,53.904,1622.045,131.578,22.958,86.847,628,84.269,30.245,Warning,1,1
A001,2025-01-17 12:00:00,A001-BAT,Battery,86.348,4.287,70.469,53.024,1847.843,141.111,22.775,81.886,571,65.332,33.703,Warning,1,1
A001,2025-01-17 15:00:00,A001-BAT,Battery,102.705,5.984,52.934,50.388,1888.946,141.716,23.332,88.583,813,82.624,28.444,Warning,1,0
A002,2025-01-01 01:00:00,A002-BAT,Battery,72.205,2.264,80.2,55.6,1951.881,154.397,23.626,76.616,170,54.535,31.575,Normal,0,0
A002,2025-01-01 04:00:00,A002-BAT,Battery,75.434,2.141,83.597,56.47,1827.64,149.687,23.77,75.252,198,54.762,29.934,Normal,0,0
A002,2025-01-01 13:00:00,A002-BAT,Battery,71.209,2.669,80.981,56.494,1971.791,147.022,23.616,73.881,227,46.11,18.227,Normal,0,1
A002,2025-01-01 14:00:00,A002-BAT,Battery,72.079,1.967,80.417,56.342,1730.831,147.853,23.179,73.169,357,42.268,30.371,Normal,0,0
A002,2025-01-01 17:00:00,A002-BAT,Battery,72.181,1.784,76.647,50.453,1850.827,144.939,23.995,76.167,219,53.215,23.98,Normal,0,0
A002,2025-01-01 20:00:00,A002-BAT,Battery,72.931,2.593,78.616,55.66,1757.296,146.367,24.299,76.275,481,52.506,37.511,Normal,0,0
A002,2025-01-01 21:00:00,A002-BAT,Battery,69.997,2.477,78.334,52.857,1805.919,150.419,24.264,76.311,161,52.335,31.601,Normal,0,0
A002,2025-01-02 01:00:00,A002-BAT,Battery,72.437,2.423,77.693,51.09,1862.268,156.687,24.32,71.649,335,36.777,25.77,Normal,0,0
A002,2025-01-02 02:00:00,A002-BAT,Battery,67.982,2.494,80.205,53.709,1784.473,141.876,23.806,75.665,477,50.308,31.894,Normal,0,0
A002,2025-01-02 06:00:00,A002-BAT,Battery,71.728,1.889,79.189,56.801,1838.765,150.292,23.631,77.484,319,24.153,31.914,Normal,0,0
A002,2025-01-02 07:00:00,A002-BAT,Battery,71.688,2.079,81.193,55.712,1813.707,152.802,23.913,82.135,476,50.481,30.976,Normal,0,0
A002,2025-01-02 08:00:00,A002-BAT,Battery,68.399,1.489,78.663,57.501,1803.814,148.256,23.254,76.705,401,54.623,21.091,Normal,0,0
A002,2025-01-02 11:00:00,A002-BAT,Battery,71.565,2.308,81.532,55.908,1795.109,154.004,24.783,76.51,454,50.455,30.853,Normal,0,0
A002,2025-01-02 15:00:00,A002-BAT,Battery,70.991,1.805,78.808,54.299,1629.866,151.543,24.221,81.032,357,46.641,27.306,Normal,0,0
A002,2025-01-02 23:00:00,A002-BAT,Battery,69.039,1.966,78.024,56.439,1853.213,150.101,24.044,74.791,495,48.318,29.9,Normal,0,0
A002,2025-01-03 00:00:00,A002-BAT,Battery,74.128,2.39,79.79,50.961,1666.479,152.053,22.883,78.649,175,35.747,34.217,Normal,0,0
A002,2025-01-03 02:00:00,A002-BAT,Battery,72.109,2.98,81.276,53.029,1792.351,149.859,24.384,77.125,536,51.869,29.001,Normal,0,0
A002,2025-01-03 05:00:00,A002-BAT,Battery,69.859,1.826,77.691,55.424,1652.334,152.156,24.108,76.419,446,43.705,25.103,Normal,0,0
A002,2025-01-03 06:00:00,A002-BAT,Battery,71.985,2.293,73.872,54.302,1855.223,143.979,24.013,76.528,290,45.558,34.273,Normal,0,0
A002,2025-01-03 08:00:00,A002-BAT,Battery,72.308,2.641,76.768,56.241,1785.753,146.37,23.692,74.006,400,66.748,29.518,Normal,0,0
A002,2025-01-03 13:00:00,A002-BAT,Battery,75.87,2.101,77.318,54.114,1813.128,146.433,23.971,79.429,421,40.637,24.359,Normal,0,1
A002,2025-01-03 20:00:00,A002-BAT,Battery,70.353,2.117,78.204,57.471,1725.177,149.731,23.728,76.574,277,38.538,37.054,Normal,0,0
A002,2025-01-04 04:00:00,A002-BAT,Battery,71.264,2.326,75.003,56.412,1988.776,142.003,23.651,79.43,265,40.508,32.833,Normal,0,0
A002,2025-01-04 11:00:00,A002-BAT,Battery,69.769,2.571,77.537,58.206,1777.209,153.635,23.308,75.019,246,58.294,35.419,Normal,0,0
A002,2025-01-04 12:00:00,A002-BAT,Battery,72.845,2.732,76.455,53.872,1698.318,146.357,24.363,77.246,384,44.565,28.426,Normal,0,0
A002,2025-01-04 13:00:00,A002-BAT,Battery,72.972,3.105,77.284,54.291,1857.68,138.247,23.817,77.027,425,64.534,34.823,Normal,0,0
A002,2025-01-04 14:00:00,A002-BAT,Battery,76.463,2.355,75.241,54.749,1781.751,155.079,23.861,77.561,585,59.913,35.464,Normal,0,0
A002,2025-01-04 19:00:00,A002-BAT,Battery,75.678,2.624,82.977,56.82,1930.404,160.063,23.992,77.601,530,60.811,27.204,Normal,0,0
A002,2025-01-05 08:00:00,A002-BAT,Battery,72.852,2.799,76.861,52.398,1784.503,150.759,23.274,74.308,593,69.775,26.788,Normal,0,1
A002,2025-01-05 13:00:00,A002-BAT,Battery,76.343,2.498,76.215,51.443,1853.617,151.342,24.298,79.741,449,49.395,24.981,Normal,0,0
A002,2025-01-05 16:00:00,A002-BAT,Battery,70.642,2.726,82.16,54.22,1776.24,143.929,24.043,76.26,320,53.575,23.827,Normal,0,0
A002,2025-01-05 18:00:00,A002-BAT,Battery,72.944,3.224,76.071,54.914,1659.103,154.655,23.491,79.951,439,53.473,33.058,Normal,0,0
A002,2025-01-05 19:00:00,A002-BAT,Battery,72.33,2.828,75.947,54.837,1758.421,148.762,23.279,78.37,529,54.874,27.299,Normal,0,0
A002,2025-01-06 00:00:00,A002-BAT,Battery,72.188,2.404,76.825,54.342,1646.451,147.577,23.918,77.243,611,53.035,30.812,Normal,0,0
A002,2025-01-06 04:00:00,A002-BAT,Battery,72.605,2.661,73.239,55.696,1810.399,149.209,24.132,77.224,248,49.277,27.261,Normal,0,0
A002,2025-01-06 12:00:00,A002-BAT,Battery,76.129,2.332,79.328,51.424,1811.452,152.951,22.851,82.337,495,52.181,30.705,Normal,0,0
A002,2025-01-06 19:00:00,A002-BAT,Battery,75.318,2.579,75.384,53.255,2025.695,145.18,23.388,85.063,553,59.389,23.1,Normal,0,0
A002,2025-01-07 00:00:00,A002-BAT,Battery,73.671,2.599,73.812,55.586,1876.206,151.156,23.756,78.747,458,52.138,25.925,Normal,0,0
A002,2025-01-07 11:00:00,A002-BAT,Battery,87.877,5.017,64.652,52.868,1707.032,137.46,23.768,78.482,400,57.44,32.781,Warning,1,1
A002,2025-01-07 14:00:00,A002-BAT,Battery,83.996,4.11,70.119,53.492,1862.67,139.96,23.035,78.769,611,47.323,29.459,Warning,1,0
A002,2025-01-07 16:00:00,A002-BAT,Battery,73.299,2.56,78.331,50.3,1681.059,147.088,23.257,78.412,615,47.223,31.072,Normal,0,1
A002,2025-01-07 20:00:00,A002-BAT,Battery,74.697,3.033,76.315,55.348,1817.469,149.456,23.287,77.838,352,67.378,33.178,Normal,0,0
A002,2025-01-08 00:00:00,A002-BAT,Battery,75.387,2.906,72.105,48.463,1833.979,149.625,23.662,78.15,524,69.751,27.701,Normal,0,1
A002,2025-01-08 07:00:00,A002-BAT,Battery,80.647,2.775,75.519,52.877,1906.197,145.713,22.934,78.018,528,68.885,34.161,Normal,0,0
A002,2025-01-09 05:00:00,A002-BAT,Battery,80.814,2.606,71.977,55.115,1780.582,155.693,23.225,81.617,672,68.303,27.393,Normal,0,0
A002,2025-01-09 07:00:00,A002-BAT,Battery,76.698,3.261,73.167,50.158,1768.293,141.122,23.408,78.414,677,44.137,38.68,Normal,0,0
A002,2025-01-09 11:00:00,A002-BAT,Battery,76.199,3.116,79.109,53.215,1955.674,145.016,23.658,81.053,455,51.472,31.069,Normal,0,0
A002,2025-01-09 13:00:00,A002-BAT,Battery,77.993,2.98,75.956,55.935,1909.425,145.634,23.453,76.397,645,60.938,26.03,Normal,0,0
A002,2025-01-09 14:00:00,A002-BAT,Battery,72.716,2.949,72.036,51.756,1903.926,149.777,23.784,83.269,454,54.025,37.495,Normal,0,0
A002,2025-01-09 19:00:00,A002-BAT,Battery,82.457,2.612,74.854,56.245,1855.542,157.283,23.11,78.295,506,70.314,24.021,Normal,0,0
A002,2025-01-09 21:00:00,A002-BAT,Battery,80.286,2.868,71.942,56.077,1795.585,140.431,23.61,82.376,313,41.238,25.877,Normal,0,0
A002,2025-01-10 11:00:00,A002-BAT,Battery,75.072,3.243,73.055,54.235,1782.723,153.426,23.173,81.032,352,66.373,25.63,Normal,0,1
A002,2025-01-10 12:00:00,A002-BAT,Battery,76.518,3.369,73.166,54.423,1828.314,141.562,23.498,77.873,335,66.608,27.464,Normal,0,0
A002,2025-01-10 16:00:00,A002-BAT,Battery,71.769,2.23,79.078,57.427,1808.345,143.805,23.2,82.547,626,57.718,31.188,Normal,0,0
A002,2025-01-10 19:00:00,A002-BAT,Battery,79.037,2.871,72.843,54.235,1697.066,150.145,23.128,83.193,594,58.879,33.16,Normal,0,1
A002,2025-01-11 08:00:00,A002-BAT,Battery,78.749,2.631,72.024,53.388,1802.827,143.032,23.005,79.07,741,66.474,20.162,Normal,0,1
A002,2025-01-11 11:00:00,A002-BAT,Battery,76.918,3.045,77.107,50.912,1962.423,141.506,23.126,79.375,360,80.524,27.483,Normal,0,0
A002,2025-01-11 15:00:00,A002-BAT,Battery,75.438,3.129,71.299,49.963,1857.198,149.55,23.106,81.962,456,64.776,33.012,Normal,0,0
A002,2025-01-11 19:00:00,A002-BAT,Battery,77.354,2.909,70.679,51.914,1905.972,147.126,22.964,83.947,464,58.839,37.1,Normal,0,0
A002,2025-01-11 20:00:00,A002-BAT,Battery,84.301,3.235,73.213,54.962,1863.207,151.994,22.988,82.137,511,54.096,33.332,Normal,0,1
A002,2025-01-12 00:00:00,A002-BAT,Battery,78.19,2.591,69.744,49.567,1855.617,142.094,23.313,81.873,576,63.316,32.192,Normal,0,1
A002,2025-01-12 01:00:00,A002-BAT,Battery,79.79,3.692,78.138,50.286,1768.525,140.423,23.737,83.651,511,66.7,30.83,Normal,0,0
A002,2025-01-12 02:00:00,A002-BAT,Battery,79.899,3.0,75.82,54.637,1782.843,145.27,23.599,84.978,413,57.963,28.683,Normal,0,0
A002,2025-01-12 03:00:00,A002-BAT,Battery,83.497,3.273,75.211,56.515,1759.584,146.309,22.76,81.33,693,52.109,33.739,Normal,0,0
A002,2025-01-12 08:00:00,A002-BAT,Battery,79.592,2.672,72.616,51.363,1755.019,146.314,22.829,84.946,381,68.279,38.973,Normal,0,0
A002,2025-01-12 12:00:00,A002-BAT,Battery,78.321,2.918,75.924,50.094,1710.586,145.235,23.737,84.009,626,51.456,36.757,Normal,0,1
A002,2025-01-12 14:00:00,A002-BAT,Battery,80.39,2.582,68.495,54.991,1783.791,141.384,23.093,82.678,609,64.045,22.24,Normal,0,0
A002,2025-01-12 19:00:00,A002-BAT,Battery,80.365,3.589,70.884,53.928,1734.932,148.044,23.392,82.175,746,84.279,37.14,Warning,1,0
A002,2025-01-12 20:00:00,A002-BAT,Battery,75.705,3.669,71.064,51.741,1850.525,151.383,22.744,81.075,529,65.863,29.068,Normal,0,0
A002,2025-01-13 04:00:00,A002-BAT,Battery,82.246,3.428,72.341,50.923,1807.288,147.341,23.158,81.94,785,56.922,32.113,Normal,0,0
A002,2025-01-13 06:00:00,A002-BAT,Battery,76.953,3.178,73.851,51.78,2012.202,147.26,23.096,84.732,590,62.786,35.037,Normal,0,0
A002,2025-01-13 10:00:00,A002-BAT,Battery,80.239,2.92,72.677,51.224,1690.646,143.006,22.704,81.61,509,69.418,30.604,Normal,0,1
A002,2025-01-14 12:00:00,A002-BAT,Battery,73.944,3.383,72.286,55.112,1800.494,140.931,22.938,78.918,630,57.896,33.178,Normal,0,1
A002,2025-01-14 18:00:00,A002-BAT,Battery,90.152,4.97,62.42,54.086,1698.254,130.536,23.344,80.5,599,72.338,38.085,Warning,1,1
A002,2025-01-15 00:00:00,A002-BAT,Battery,78.803,2.667,74.528,51.406,1641.731,145.166,23.423,80.873,437,87.021,25.811,Warning,1,1
A002,2025-01-15 06:00:00,A002-BAT,Battery,83.275,3.487,68.268,51.09,1664.876,138.946,23.015,84.671,690,72.233,33.013,Warning,1,1
A002,2025-01-15 11:00:00,A002-BAT,Battery,82.887,3.255,74.346,48.812,1706.179,137.405,22.645,86.691,769,85.483,31.173,Warning,1,1
A002,2025-01-15 14:00:00,A002-BAT,Battery,79.533,3.524,73.331,53.241,1712.087,139.041,23.042,82.738,505,83.915,39.423,Warning,1,1
A002,2025-01-15 17:00:00,A002-BAT,Battery,88.959,7.616,68.16,54.396,1550.47,137.285,23.164,88.748,538,63.137,21.183,Warning,1,1
A002,2025-01-15 19:00:00,A002-BAT,Battery,78.226,3.884,69.698,52.338,1885.906,149.22,23.213,84.481,456,75.313,36.865,Warning,1,0
A002,2025-01-15 21:00:00,A002-BAT,Battery,102.258,5.201,55.941,53.862,1877.923,135.166,23.069,85.415,576,63.135,26.466,Warning,1,0
A002,2025-01-16 03:00:00,A002-BAT,Battery,81.493,2.871,69.652,49.722,1788.143,146.292,22.735,85.629,695,70.651,35.312,Warning,1,0
A002,2025-01-16 09:00:00,A002-BAT,Battery,79.44,3.343,71.309,52.311,1769.071,145.118,22.872,83.331,702,64.21,35.407,Warning,1,1
A002,2025-01-16 10:00:00,A002-BAT,Battery,82.925,3.003,70.573,52.02,1896.307,146.704,22.476,83.275,477,77.547,23.996,Warning,1,1
A002,2025-01-16 11:00:00,A002-BAT,Battery,88.647,3.371,72.927,50.685,1847.497,148.846,22.681,84.166,721,63.358,24.278,Warning,1,0
A002,2025-01-16 13:00:00,A002-BAT,Battery,77.375,3.684,72.166,56.15,1800.673,141.567,22.863,83.669,631,74.123,30.134,Warning,1,1
A002,2025-01-16 15:00:00,A002-BAT,Battery,81.899,3.939,65.854,52.249,1792.845,139.826,23.11,82.926,579,67.914,39.244,Warning,1,1
A002,2025-01-16 23:00:00,A002-BAT,Battery,96.654,7.867,59.005,50.544,1635.423,126.849,22.663,83.308,712,69.478,18.639,Warning,1,1
A002,2025-01-17 02:00:00,A002-BAT,Battery,82.763,3.848,73.779,51.71,1850.043,142.372,23.03,83.636,881,75.134,31.893,Warning,1,0
A002,2025-01-17 06:00:00,A002-BAT,Battery,84.028,4.187,67.109,49.5,1728.77,148.188,22.758,83.302,769,77.442,34.782,Warning,1,0
A002,2025-01-17 14:00:00,A002-BAT,Battery,82.18,3.267,73.838,53.476,1706.293,139.849,22.473,86.041,707,74.413,33.95,Warning,1,1
A003,2025-01-01 00:00:00,A003-BAT,Battery,72.983,2.635,75.568,52.037,1759.041,155.104,24.183,74.686,141,60.263,32.905,Normal,0,0
A003,2025-01-01 07:00:00,A003-BAT,Battery,77.386,1.936,73.608,54.993,1728.921,148.105,24.623,77.383,479,54.31,27.652,Normal,0,0
A003,2025-01-01 09:00:00,A003-BAT,Battery,72.036,2.588,78.16,53.708,1864.643,155.957,23.963,77.213,298,64.17,30.582,Normal,0,0
A003,2025-01-01 10:00:00,A003-BAT,Battery,72.688,2.447,77.5,57.184,1751.667,141.331,23.734,76.346,498,59.45,30.902,Normal,0,0
A003,2025-01-01 11:00:00,A003-BAT,Battery,76.582,2.863,76.305,55.835,1716.473,151.355,24.244,77.585,352,63.375,25.174,Normal,0,0
